pr_id,level,task_type,title,n_commits,n_files,lines_added,lines_deleted,lines_changed
3248210397,2.0,feat,🤖 Add Comprehensive AI Agent Friendly CLI Support,13.0,21.0,5055.0,797.0,5852.0
3200698874,2.0,feat,🚀 Claude-Flow v2.0.0 Enterprise Release - Complete ruv-swarm Intelligence Integration,1.0,3.0,560.0,1.0,561.0
2889940236,2.0,fix,fix: improve authentication with token refresh and expiry handling,1.0,6.0,605.0,327.0,932.0
3176427591,2.0,ci,[Backport stable/2023.1] ci: update CSI job to use ubuntu-latest (#2783),1.0,9.0,27.0,20.0,47.0
3249619721,2.0,feat,Add relative line number positioning for buttons (fixes #165),2.0,11.0,286.0,72.0,358.0
3124293906,2.0,feat,feat: Add --preplanned flag to use existing plan files,3.0,6.0,532.0,98.0,630.0
2905748105,2.0,refactor,refactor(gamm): change CalcOutAmtGivenIn to take sdk.Coin instead of sdk.Coins,2.0,8.0,37.0,22.0,59.0
3185859728,2.0,feat,feat: Transaction monitoring and fraud detection system,7.0,221.0,30750.0,424.0,31174.0
3265118634,2.0,refactor,ファイルパス参照を相対パスに統一し、doc/からdocs/に統一,1.0,11.0,38.0,38.0,76.0
3274741142,2.0,feat,🎯 Maestro Comprehensive Workflow Guide + Code Quality Integration,4.0,73.0,17931.0,7901.0,25832.0
3090065215,2.0,feat,Add Claude CLI support with Strategy Pattern architecture (v0.6.0),6.0,5.0,291.0,167.0,458.0
3248781517,2.0,feat,feat: Add stdin support for reading unified diffs,2.0,24.0,2707.0,64.0,2771.0
3164503419,2.0,fix,Fix Claude animation flickering with vt10x-inspired terminal state deduplication,2.0,12.0,1445.0,140.0,1585.0
3241840766,2.0,feat,feat: Add support for multiple tool calls in a single message,3.0,4.0,613.0,33.0,646.0
3145238894,2.0,feat,Implement bottom-to-top message flow with auto-scroll,1.0,1.0,68.0,20.0,88.0
3165407647,2.0,feat,feat: Add Behat BDD testing framework integration,6.0,13.0,2971.0,144.0,3115.0
3219880512,2.0,feat,feat(backend): Integrate GCS file storage with automatic expiration for Agent File Input,28.0,387.0,92019.0,29232.0,121251.0
3142181649,2.0,feat,Replace CLI subprocess approach with Claude Code SDK,5.0,4.0,199.0,164.0,363.0
2888185420,2.0,feat,No-switching-tab-on-slice,30.0,74.0,2455.0,1554.0,4009.0
3168125372,2.0,feat,Add automated release workflow for develop->main PR merges,2.0,2.0,350.0,9.0,359.0
2980205609,2.0,test,tests: Update typos pre-commit hook to v1.31.1,1.0,1.0,1.0,1.0,2.0
3263199127,2.0,fix,Fix multiline function signature parsing,1.0,2.0,14.0,1.0,15.0
2894762370,2.0,feat,feat: add AWS Bedrock support,1.0,5.0,236.0,11.0,247.0
3138387778,2.0,feat,✨ feat: implement SSTORE gas refunds and EIP-2200 storage gas costs,10.0,58.0,6442.0,2941.0,9383.0
3245346788,2.0,feat,feat: simplify Node.js runtime with Hono v1.17.0 absolute path support,3.0,2.0,11.0,16.0,27.0
3256692785,2.0,feat,Add Pgettag primitive with atomic loads for variant_only=false,8.0,26.0,511.0,88.0,599.0
3262310380,2.0,refactor,refactor: rename chain_dag to chain_let for semantic clarity,3.0,14.0,8575.0,119.0,8694.0
2883609845,2.0,build,Upgrade to Go 1.24 and update dependencies,1.0,95.0,331256.0,312167.0,643423.0
3145249026,2.0,feat,Implement bottom-to-top message flow layout,3.0,1.0,36.0,22.0,58.0
3273752719,2.0,docs,📚 Comprehensive Maestro Workflow Guide & Documentation,4.0,121.0,45933.0,27615.0,73548.0
3254644542,2.0,docs,docs(gfql): Consolidate wire protocol documentation,30.0,64.0,7970.0,4892.0,12862.0
2916677326,2.0,refactor,refactor(BidButton): convert class component to functional component,1.0,1.0,142.0,146.0,288.0
3223177403,2.0,refactor,Improve GitHub repository source_id extraction,2.0,2.0,55.0,14.0,69.0
3173971926,2.0,feat,Update ArtifactRepository constructors to accept tracking_uri parameter,9.0,51.0,912.0,540.0,1452.0
3254261062,2.0,feat,Improve workflow status handling and change detection,4.0,12.0,1206.0,274.0,1480.0
3245313058,2.0,fix,Fix Linux compatibility by conditionally disabling SQLite snapshots,1.0,5.0,6.0,6.0,12.0
2883083776,2.0,docs,Add CLAUDE.md with SDK development guide,1.0,1.0,25.0,0.0,25.0
3128824166,2.0,docs,docs: Add v0.0.3 release notes,1.0,1.0,47.0,0.0,47.0
3204784776,2.0,docs,docs: Update documentation for Phase 8 advanced trading features,1.0,4.0,820.0,43.0,863.0
2886171819,2.0,fix,Fix assertion error in UniPC scheduler for high step counts,1.0,1.0,2.0,2.0,4.0
3165503646,2.0,fix,fix: Replace REST API with WebSocket for agent spawning,1.0,1.0,250.0,42.0,292.0
3189507528,2.0,feat,feat(telemetry): Phase 7 - Initialization Safety,20.0,17.0,2492.0,211.0,2703.0
2908771855,2.0,feat,Add definition method to OLS implementation,7.0,6.0,365.0,121.0,486.0
3270842985,2.0,fix,fix: handle missing 'name' key in memory JSON import,2.0,11.0,183.0,110.0,293.0
3273243547,2.0,fix,"fix(tool-stub): use URL hash as version for HTTP backend with ""latest""",1.0,1.0,17.0,2.0,19.0
3070149818,2.0,fix,"fix: Correct typo ""trough"" to ""through""",1.0,8.0,8.0,8.0,16.0
3257241051,2.0,feat,Tomohisa/issue704,9.0,32.0,1529.0,969.0,2498.0
3235395709,2.0,fix,Fix file save blocking on entry refresh for improved hot reload performance,1.0,1.0,21.0,7.0,28.0
2997643146,2.0,feat,New API based on `jaxls.LeastSquaresProblem` and `jaxls.Cost`,14.0,12.0,1106.0,951.0,2057.0
3151873955,2.0,feat,Add promotional offers to paywalls,22.0,46.0,1401.0,998.0,2399.0
3245809034,2.0,feat,"Add --python, --project, and --with-requirements options to CLI commands",2.0,16.0,1150.0,50.0,1200.0
3161355858,2.0,feat,feat: Local-first chat persistence with PGlite + Effect framework,4.0,29.0,59285.0,3973.0,63258.0
3188858394,2.0,feat,feat: implement async notification and telemetry system (Phase 1-3),6.0,22.0,2087.0,130.0,2217.0
2921044123,2.0,fix,Update synonyms of Wolffian adnexal tumor (FATWO) to EXACT with references fixes #8791,3.0,1.0,48.0,48.0,96.0
3155322770,2.0,refactor,refactor: generalize Semihosting interface,3.0,1.0,39.0,28.0,67.0
3269032263,2.0,feat,Add SIMD optimizations for 23.5% performance improvement,13.0,22.0,3640.0,1040.0,4680.0
3153985254,2.0,ci,Add Python 3.13 to CI and metadata,1.0,2.0,4.0,3.0,7.0
3156775134,2.0,test,test: Improve test coverage to reach 50%,5.0,29.0,3226.0,53.0,3279.0
3226043406,2.0,feat,feat: lazy load CLI command actions for improved startup performance,24.0,392.0,66032.0,92440.0,158472.0
3168142663,2.0,build,Release v3.31.0-rc2,16.0,34.0,5315.0,1886.0,7201.0
3263692368,2.0,fix,fix(misc): validate workspace names to reject names starting with numbers,1.0,3.0,90.0,1.0,91.0
3260236912,2.0,feat,feat: Add agent chat and runbook management,30.0,40.0,4406.0,664.0,5070.0
3204995137,2.0,feat,🎯 实现统一项目工作目录：@project://.promptx/cwd,1.0,1.0,58.0,11.0,69.0
3186370783,2.0,feat,"Implement ""last client wins"" terminal width behavior",13.0,13.0,522.0,1081.0,1603.0
2975165913,2.0,fix,Fix broken links to notebooks,2.0,19.0,336.0,50.0,386.0
2990012909,2.0,docs,docs: update changelog with v4.0.0-alpha entries organized by version,3.0,4.0,105.0,88.0,193.0
3166521009,2.0,feat,feat: Connect chat UI to Cloudflare Workers AI integration,17.0,8.0,898.0,691.0,1589.0
3142373237,2.0,feat,feat: Add scan command with AI model search and parallel config generation,2.0,47.0,8031.0,68.0,8099.0
3250272016,2.0,docs,Clarify axis parameter behavior in README,1.0,1.0,53.0,2.0,55.0
3054252195,2.0,fix,fix(client): correctly marshal `text/plain` requests,1.0,7.0,488.0,3.0,491.0
3154517662,2.0,feat,Add lifetime to Selector in redaction iterator,1.0,1.0,1.0,1.0,2.0
3237343612,2.0,fix,Fix log file output message and remove emojis,10.0,8.0,203.0,62.0,265.0
3246635062,2.0,feat,Quad-damage-enhancements,10.0,184.0,99288.0,24311.0,123599.0
2936982220,2.0,chore,chore: update golang to 1.24.1,30.0,161.0,3897.0,3778.0,7675.0
3150393125,2.0,refactor,Remove obsolete node labels for ws-daemon and registry-facade readiness,1.0,3.0,5.0,66.0,71.0
3241545126,2.0,feat,Add nancorrmatrix and nancovmatrix functions,6.0,8.0,984.0,418.0,1402.0
3164736230,2.0,feat,feat: Implement autonomous marketplace agent (Issue #1013),2.0,3.0,851.0,66.0,917.0
2922672896,2.0,feat,Implement OmniMCP for Claude computer control,14.0,13.0,4220.0,330.0,4550.0
3271014961,2.0,feat,feat: implement comprehensive species tracking system with seasonal detection,30.0,289.0,98285.0,4360.0,102645.0
2909640593,2.0,feat,feat: 添加夜间模式功能,1.0,3.0,45.0,0.0,45.0
3265640341,2.0,feat,Add build staleness detection for debug CLI,6.0,5.0,298.0,109.0,407.0
3151360963,2.0,fix,kubeflow-centraldashboard: fix GHSA-v6h2-p8h4-qcjw in vendored protobufjs deps,1.0,1.0,10.0,1.0,11.0
3197344409,2.0,feat,feat: Add YAML agent configuration support,1.0,4.0,389.0,3.0,392.0
3266626830,2.0,fix,fix: Resolve cargo build errors and warnings,1.0,3.0,5.0,12.0,17.0
3128713996,2.0,feat,Add Python wheel distribution infrastructure (Phase 2 of #987),5.0,8.0,422.0,114.0,536.0
3277570981,2.0,fix,Fix deprecation warnings causing CI failures with --depwarn=error,1.0,6.0,29.0,29.0,58.0
3207221136,2.0,fix,fix: prevent RangeError in GitIgnoreParser for root paths,2.0,289.0,29014.0,6564.0,35578.0
2986072834,2.0,feat,Add customizable PostgreSQL connection pool settings,2.0,5.0,50.0,14.0,64.0
3154770102,2.0,feat,Epic 1.5: Implement Suffix-Preserving Branch Name Truncation for Enhanced Developer UX,19.0,150.0,47727.0,1268.0,48995.0
3165677582,2.0,refactor,Refactor: Transform to GitHub Issue Management System (#1),5.0,24.0,2495.0,1287.0,3782.0
3238626702,2.0,fix,🔧 Fix CLI Argument Parsing Bug (Issue #344),1.0,3.0,149.0,10.0,159.0
3231951656,2.0,feat,feat: add Swagger annotations to Batch 4 - System Administration,9.0,186.0,22886.0,4176.0,27062.0
3206405282,2.0,feat,Add comprehensive live demo with GitHub Pages deployment,1.0,8.0,2894.0,0.0,2894.0
3164250713,2.0,feat,🚀 Major Enhancement: Workflow-Based Tool Architecture v5.5.0,27.0,98.0,27110.0,17724.0,44834.0
3245746342,2.0,refactor,Migrate code generator to Scala 3,3.0,17.0,236.0,121.0,357.0
3257102140,2.0,feat,Primitives for raw OCaml block access,13.0,23.0,489.0,141.0,630.0
3193786351,2.0,chore,chore(swagger): Add Swagger annotations Batch Testing Base (#32529),6.0,284.0,16006.0,3092.0,19098.0
3181578456,2.0,fix,fix: T-SQL CV07 outer parentheses removal,8.0,48.0,492.0,367.0,859.0
3250024089,2.0,feat,Implement Modern Svelte 5 UI with Enhanced Settings and Integration Testing,30.0,236.0,190137.0,10439.0,200576.0
3271081741,2.0,feat,🚀 Alpha.75: Windows Compatibility Overhaul (Based on PR #483 by @alexx-ftw),9.0,12.0,8627.0,116.0,8743.0
3222101465,2.0,refactor,♻️ Refactor database schema design workflow to use function agents and messages,3.0,12.0,255.0,260.0,515.0
3124595999,2.0,feat,Add Python stub file generation with documentation parsing,3.0,16.0,5917.0,734.0,6651.0
3165146820,2.0,docs,docs: Clean up nostr package and add comprehensive documentation,1.0,3.0,1043.0,21.0,1064.0
3251544513,2.0,feat,"feat(store): implement full LiveStore events API with advanced filtering, streaming, and batch querying",12.0,20.0,1584.0,379.0,1963.0
3188865855,2.0,feat,Feat: Barcode integration,30.0,100.0,7495.0,1937.0,9432.0
