pr_id,level
3210325463,2.0
3267561101,2.0
3253646711,2.0
3199269207,2.0
3200393827,2.0
3227727688,2.0
3250557844,2.0
3111511868,2.0
3259161670,2.0
3113190475,2.0
3170054434,2.0
3074699489,2.0
3079443782,2.0
3214130284,2.0
3211931262,2.0
3113159534,2.0
3076083247,2.0
3077052259,2.0
3113149474,2.0
3166697799,2.0
3153692689,2.0
3191875426,2.0
3112271754,2.0
3075225211,2.0
3078060956,2.0
3193205122,2.0
3078782339,2.0
3084778291,2.0
3195214066,2.0
3182909166,2.0
3182915267,2.0
3141889094,2.0
3201321419,2.0
3194998721,2.0
3137781396,2.0
3156676267,2.0
3163786071,2.0
3134460203,2.0
3168705723,2.0
3155797488,2.0
3252814882,2.0
3189256349,2.0
3276621072,2.0
3271836531,2.0
3122685221,2.0
3227274544,2.0
3191789111,2.0
3149355129,2.0
3200386429,2.0
3119857154,2.0
3127795243,2.0
3163804247,2.0
3196214574,2.0
3105590060,2.0
3143689167,2.0
3212422037,2.0
3263151814,2.0
3234862868,2.0
3136584440,2.0
3250549842,2.0
3272213360,2.0
3263154781,2.0
3207365350,2.0
3260016636,2.0
3245227882,2.0
3135078870,2.0
3198539313,2.0
3262894009,2.0
3246334136,2.0
3151211971,2.0
3210633319,2.0
3223526987,2.0
3211119439,2.0
3092834387,2.0
3136595893,2.0
3244901827,2.0
3235624540,2.0
3189115708,2.0
3138223553,2.0
3230736954,2.0
3275513847,2.0
3209438016,2.0
3092378043,2.0
3149689202,2.0
3096613645,2.0
3194549869,2.0
3201598720,2.0
3097466678,2.0
3100489026,2.0
3272707390,2.0
3269663648,2.0
3076670977,2.0
3136593503,2.0
3151697572,2.0
3239748118,2.0
3236543436,2.0
3144633929,2.0
3092893314,2.0
3125850603,2.0
3075019704,2.0
3103408529,2.0
3247390113,2.0
3203392047,2.0
3124466173,2.0
3090578689,2.0
3194895472,2.0
3246542146,2.0
3268184875,2.0
3151249906,2.0
3190608451,2.0
3246366800,2.0
3087462018,2.0
3123682272,2.0
3204950565,2.0
3267986741,2.0
3234026322,2.0
3152257828,2.0
3157539448,2.0
3198187721,2.0
3166856651,2.0
3132383081,2.0
3263042770,2.0
3148267777,2.0
3270038594,2.0
3132713357,2.0
3168626948,2.0
3210824774,2.0
3269047351,2.0
3227866239,2.0
3219279897,2.0
3143891800,2.0
3177258847,2.0
3189842687,2.0
3215114764,2.0
3150188181,2.0
3245984112,2.0
3237900716,2.0
3234065894,2.0
3151614876,2.0
3216426710,2.0
3275314197,2.0
3230595231,2.0
3075370587,2.0
3223608568,2.0
3253080014,2.0
3224697505,2.0
3258532069,2.0
3265364263,2.0
3210123455,2.0
3250440088,2.0
3241810861,2.0
3100859823,2.0
3099658013,2.0
3122232574,2.0
3220393301,2.0
3191243175,2.0
3164475250,2.0
3226091042,2.0
3147372193,2.0
3169012315,2.0
3273562641,2.0
3226806559,2.0
3262413935,2.0
3179789638,2.0
3206264749,2.0
3185225851,2.0
3168889284,2.0
3169258531,2.0
3265192098,2.0
3151002300,2.0
3177662558,2.0
3098089485,2.0
3120681882,2.0
3125459043,2.0
3200632529,2.0
3194210207,2.0
3218202482,2.0
3086540771,2.0
3207348309,2.0
3076981888,2.0
3186281968,2.0
3189634328,2.0
3165207176,2.0
3161009617,2.0
3231648781,2.0
3214443028,2.0
3204214012,2.0
3264892289,2.0
3185792728,2.0
3276356503,2.0
3212617082,2.0
3103129117,2.0
3075456505,2.0
3176217773,2.0
3201592153,2.0
3134738309,2.0
3081345740,2.0
3113139560,2.0
3149019667,2.0
3189655125,2.0
3075291570,2.0
3154630091,2.0
3084681490,2.0
3242375510,2.0
3197098110,2.0
3149104555,2.0
3127965129,2.0
3135639537,2.0
3119335069,2.0
3276981682,2.0
3102790603,2.0
3168922203,2.0
3248668849,2.0
3239395784,2.0
3189570878,2.0
3276737729,2.0
3110851997,2.0
3258870223,2.0
3164891884,2.0
3125308183,2.0
3175054599,2.0
3109359968,2.0
3205771814,2.0
3077731351,2.0
3182285671,2.0
3225420842,2.0
3231935037,2.0
3076780891,2.0
3075548600,2.0
3238659253,2.0
3148815078,2.0
3152485982,2.0
3142914272,2.0
3140019527,2.0
3074605898,2.0
3199246505,2.0
3116225832,2.0
3174512200,2.0
3262902843,2.0
3098036858,2.0
3226441877,2.0
3134923757,2.0
3120603357,2.0
3159002770,2.0
3121165724,2.0
3111046542,2.0
3164619696,2.0
3209926289,2.0
3234387620,2.0
3116342911,2.0
3235213901,2.0
3080015686,2.0
3137744193,2.0
3135363020,2.0
3152602811,2.0
3261871194,2.0
3182154514,2.0
3230365188,2.0
3212298491,2.0
3198696735,2.0
3161114956,2.0
3229400382,2.0
3194217765,2.0
3104484297,2.0
3253133691,2.0
3116626220,2.0
3145373517,2.0
3237703446,2.0
3181152111,2.0
3263151537,2.0
3231933790,2.0
3195329595,2.0
3227311781,2.0
3196953655,2.0
3203097519,2.0
3197765608,2.0
3141802223,2.0
3164572018,2.0
3188628049,2.0
3259279446,2.0
3252602399,2.0
3125708547,2.0
3251615613,2.0
3214543609,2.0
3104480641,2.0
3202678038,2.0
3085705530,2.0
3227441495,2.0
3180363547,2.0
3166454125,2.0
3210885983,2.0
3269658467,2.0
3216291177,2.0
3162019565,2.0
3246982201,2.0
3219254404,2.0
3090574134,2.0
3077539464,2.0
3247403285,2.0
3141911468,2.0
3253643080,2.0
3104487409,2.0
3140333312,2.0
3226154778,2.0
3199050485,2.0
3096094015,2.0
3188718099,2.0
3267970992,2.0
3259895339,2.0
3194389044,2.0
3231935491,2.0
3118221358,2.0
3125710825,2.0
3276590642,2.0
3078352984,2.0
3238012390,2.0
3250552871,2.0
3197023120,2.0
3152203458,2.0
3115430697,2.0
3156674038,2.0
3183932739,2.0
3150510293,2.0
3125695545,2.0
3179515957,2.0
3138073133,2.0
3131824435,2.0
3231589632,2.0
3255282669,2.0
3119512382,2.0
3086841851,2.0
3157968978,2.0
3171708235,2.0
3169008664,2.0
3191660188,2.0
3155084033,2.0
3108908027,2.0
3199839671,2.0
3075340021,2.0
3215891130,2.0
3118735492,2.0
3237929957,2.0
3123684653,2.0
3095403215,2.0
3226302244,2.0
3208545473,2.0
3080969048,2.0
3202851217,2.0
3226305866,2.0
3234804067,2.0
3243134540,2.0
3226522393,2.0
3226808853,2.0
3248957693,2.0
3220342988,2.0
3154236165,2.0
3177107618,2.0
3091075597,2.0
3179998444,2.0
3093824141,2.0
3223618488,2.0
3076775534,2.0
3244980226,2.0
3138439127,2.0
3267130547,2.0
3090593775,2.0
3103416125,2.0
3174193356,2.0
3258878150,2.0
3150709470,2.0
3182150653,2.0
3275415903,2.0
3234152217,2.0
3151219647,2.0
3223289542,2.0
3157816556,2.0
3158287475,2.0
3219203139,2.0
3188978416,2.0
3135068930,2.0
3096473993,2.0
3098739033,2.0
3204273872,2.0
3123500242,2.0
3125104127,2.0
3184899448,2.0
3125029980,2.0
3141230489,2.0
3077668165,2.0
3193322434,2.0
3074763951,2.0
3221235980,2.0
3200511935,2.0
3136803201,2.0
3101311810,2.0
3138550449,2.0
3219342467,2.0
3222356037,2.0
3077383006,2.0
3115762277,2.0
3076655992,2.0
3178586096,2.0
3191721657,2.0
3273496214,2.0
3082320330,2.0
3136585491,2.0
3192728541,2.0
3086985638,2.0
3168623396,2.0
3214232191,2.0
3075243153,2.0
3213048977,2.0
3166279802,2.0
3213092067,2.0
3184590998,2.0
3103853435,2.0
3175535650,2.0
3105321269,2.0
3149839458,2.0
3276502995,2.0
3104442713,2.0
3125399341,2.0
3241527624,2.0
3221802471,2.0
3218205312,2.0
3079684446,2.0
3235990796,2.0
3206834000,2.0
3262414990,2.0
3212626331,2.0
3212546999,2.0
3222441952,2.0
3163863050,2.0
3253454706,2.0
3181698676,2.0
3101113699,2.0
3169431198,2.0
3112462308,2.0
3199868370,2.0
3125682958,2.0
3097369537,2.0
3095400567,2.0
3143508366,2.0
3124835441,2.0
3239311333,2.0
3234558200,2.0
3181043937,2.0
3262684387,2.0
3232687467,2.0
3258875068,2.0
3221072168,2.0
3156664492,2.0
3191216415,2.0
3209445091,2.0
3146906214,2.0
3077823693,2.0
3131512627,2.0
3171213092,2.0
3100694013,2.0
3118957301,2.0
3136588304,2.0
3275838023,2.0
3207371743,2.0
3266494157,2.0
3147678267,2.0
3223461985,2.0
3253517210,2.0
3273156437,2.0
3258874669,2.0
3152880462,2.0
3148932692,2.0
3164019328,2.0
3118960106,2.0
3137713389,2.0
3271579785,2.0
3167114671,2.0
3201019692,2.0
3180322641,2.0
3113006799,2.0
3197983907,2.0
3144364687,2.0
3144351823,2.0
3225205321,2.0
3075563001,2.0
3184337854,2.0
3231652557,2.0
3202743034,2.0
3268113550,2.0
3151753047,2.0
3121953999,2.0
3161638137,2.0
3218486387,2.0
3253285828,2.0
3206197492,2.0
3195083800,2.0
3167148478,2.0
3157958459,2.0
3276548217,2.0
3192543252,2.0
3142876413,2.0
3101402347,2.0
3148402460,2.0
3208736303,2.0
3143986029,2.0
3197983076,2.0
3259884497,2.0
3252835264,2.0
3199040436,2.0
3089142164,2.0
3139980757,2.0
3166380013,2.0
3085403262,2.0
3188772752,2.0
3144312871,2.0
3235347485,2.0
3094503633,2.0
3180142640,2.0
3263294734,2.0
3094488685,2.0
3218166330,2.0
3219282636,2.0
3083216022,2.0
3134836043,2.0
3226808033,2.0
3208915386,2.0
3252187698,2.0
3104464977,2.0
3176262635,2.0
3275443065,2.0
3179388883,2.0
3095413885,2.0
3107462147,2.0
3190486831,2.0
3179227182,2.0
3254714553,2.0
3193741359,2.0
3199964804,2.0
3207316127,2.0
3159745301,2.0
3172070799,2.0
3150761777,2.0
3152863486,2.0
3113120635,2.0
3189173871,2.0
3188777808,2.0
3118234342,2.0
3153101093,2.0
3194239581,2.0
3076300908,2.0
3168629538,2.0
3127222871,2.0
3151566859,2.0
3081407923,2.0
3122563558,2.0
3223503362,2.0
3098938231,2.0
3163386327,2.0
3241734959,2.0
3076064186,2.0
3139241740,2.0
3169803701,2.0
3123449205,2.0
3266983404,2.0
3193739949,2.0
3276446456,2.0
3235168159,2.0
3169429627,2.0
3183430843,2.0
3137658330,2.0
3136956439,2.0
3117069256,2.0
3208545494,2.0
3207665528,2.0
3104405109,2.0
3205980960,2.0
3188621420,2.0
3276951581,2.0
3076043127,2.0
3216594701,2.0
3131396412,2.0
3198011555,2.0
3075017348,2.0
3083186670,2.0
3153634298,2.0
3141477809,2.0
3221925890,2.0
3180443475,2.0
3206217949,2.0
3172409641,2.0
3155342154,2.0
3234559389,2.0
3147432956,2.0
3221817196,2.0
3126061276,2.0
3216541433,2.0
3228266614,2.0
3093995006,2.0
3198464549,2.0
3118533289,2.0
3131084965,2.0
3138552824,2.0
3139579722,2.0
3259798274,2.0
3237706650,2.0
3113175166,2.0
3081082136,2.0
3276078353,2.0
3172651928,2.0
3198273572,2.0
3184470273,2.0
3214340478,2.0
3272442466,2.0
3133214926,2.0
3115906713,2.0
3104201606,2.0
3176054686,2.0
3135303315,2.0
3124649893,2.0
3255622824,2.0
3134438774,2.0
3192252952,2.0
3079886079,2.0
3214811092,2.0
3236432696,2.0
3276622191,2.0
3197771632,2.0
3258044557,2.0
3074690514,2.0
3276441777,2.0
3122792815,2.0
3200159199,2.0
3208551048,2.0
3210120746,2.0
3076030480,2.0
3121678248,2.0
3256164146,2.0
3200413496,2.0
3075994560,2.0
3258871327,2.0
3205785202,2.0
3186688860,2.0
3147452930,2.0
3234691892,2.0
3220396089,2.0
3232691904,2.0
3184269634,2.0
3212273826,2.0
3173697083,2.0
3231937207,2.0
3226556821,2.0
3154331903,2.0
3173280313,2.0
3236107202,2.0
3155519663,2.0
3179782246,2.0
3154652967,2.0
3092341527,2.0
3147552131,2.0
3215817850,2.0
3180007991,2.0
3141911282,2.0
3227948352,2.0
3122593764,2.0
3110526097,2.0
3153314282,2.0
3082820826,2.0
3155665858,2.0
3238629859,2.0
3183823976,2.0
3074756019,2.0
3220022687,2.0
3148204191,2.0
3259899444,2.0
3237932553,2.0
3227863242,2.0
3142539176,2.0
3256751857,2.0
3125744468,2.0
3198773156,2.0
3207019438,2.0
3116895996,2.0
3136582509,2.0
3255318562,2.0
3272287928,2.0
3222970014,2.0
3231934716,2.0
3189765757,2.0
3198441645,2.0
3176406990,2.0
3106934710,2.0
3188256323,2.0
3134927763,2.0
3152775367,2.0
3074781486,2.0
3238146970,2.0
3187810707,2.0
3120704042,2.0
3112076357,2.0
3085398469,2.0
3141161571,2.0
3246999732,2.0
3081604370,2.0
3129054890,2.0
3137058094,2.0
3273151598,2.0
3075388250,2.0
3083842574,2.0
3124252797,2.0
3100269507,2.0
3166187066,2.0
3248956761,2.0
3254468102,2.0
3124026492,2.0
3201847853,2.0
3229213828,2.0
3104789631,2.0
3209619194,2.0
3161413967,2.0
3267727216,2.0
3158819982,2.0
3170254418,2.0
3080192045,2.0
3126630055,2.0
3272229568,2.0
3262417356,2.0
3144500550,2.0
3176112066,2.0
3081821271,2.0
3209991607,2.0
3196955536,2.0
3226265972,2.0
3222480219,2.0
3075074837,2.0
3153218899,2.0
3242142016,2.0
3151210646,2.0
3200090989,2.0
3127778805,2.0
3103364279,2.0
3213331017,2.0
3145702280,2.0
3131521120,2.0
3195801570,2.0
3231720206,2.0
3131854557,2.0
3136698219,2.0
3222565138,2.0
3120246489,2.0
3080019917,2.0
3210787259,2.0
3214122373,2.0
3081566388,2.0
3236293441,2.0
3138256165,2.0
3181694780,2.0
3236369998,2.0
3143805151,2.0
3168274624,2.0
3156963474,2.0
3267544341,2.0
3193356118,2.0
3231937964,2.0
3098589362,2.0
3176922585,2.0
3275732837,2.0
3126429251,2.0
3136386902,2.0
3163870590,2.0
3169577770,2.0
3179981594,2.0
3104999581,2.0
3258966275,2.0
3147503921,2.0
3171113463,2.0
3209954297,2.0
3194269192,2.0
3182060500,2.0
3221043102,2.0
3186218830,2.0
3204252101,2.0
3130921190,2.0
3261572196,2.0
3174598000,2.0
3131748601,2.0
3247126423,2.0
3103424264,2.0
3153252322,2.0
3075023159,2.0
3276973636,2.0
3075036713,2.0
3267860391,2.0
3157938220,2.0
3225037054,2.0
3118450017,2.0
3202328272,2.0
3230759504,2.0
3236306681,2.0
3105093317,2.0
3210172444,2.0
3084073522,2.0
3080995192,2.0
3165382142,2.0
3076722865,2.0
3113159481,2.0
3258874080,2.0
3093146032,2.0
3150971698,2.0
3144026446,2.0
3224819412,2.0
3178456167,2.0
3125168618,2.0
3087094895,2.0
3127070156,2.0
3131807343,2.0
3110905940,2.0
3180400702,2.0
3078366765,2.0
3074693911,2.0
3080686694,2.0
3123400194,2.0
3124709717,2.0
3186609240,2.0
3222755095,2.0
3241590398,2.0
3115993863,2.0
3222599276,2.0
3103634798,2.0
3084600149,2.0
3116197763,2.0
3224542009,2.0
3219557811,2.0
3151882306,2.0
3084107311,2.0
3136594828,2.0
3189657312,2.0
3214842792,2.0
3225310809,2.0
3236551508,2.0
3215992008,2.0
3135316626,2.0
3198393576,2.0
3189091502,2.0
3075530757,2.0
3121897365,2.0
3161305439,2.0
3079967973,2.0
3235970438,2.0
3145684400,2.0
3221613034,2.0
3223056401,2.0
3222212955,2.0
3079628682,2.0
3266900511,2.0
3253117553,2.0
3125706805,2.0
3113268020,2.0
3252718061,2.0
3169212086,2.0
3122564816,2.0
3248888118,2.0
3225168727,2.0
3122811733,2.0
3246453941,2.0
3249032709,2.0
3181043136,2.0
3101423103,2.0
3176277680,2.0
3273121567,2.0
3254820907,2.0
3211948604,2.0
3087761233,2.0
3115094997,2.0
3231135043,2.0
3078439427,2.0
3185504393,2.0
3262972925,2.0
3242980094,2.0
3104087061,2.0
3176732963,2.0
3088300682,2.0
3137763172,2.0
3259111897,2.0
3228390000,2.0
3160620876,2.0
3263150786,2.0
3253538190,2.0
3118073302,2.0
3192545670,2.0
3212624274,2.0
3267135504,2.0
3129041184,2.0
3080811433,2.0
3103303265,2.0
3130800330,2.0
3084795018,2.0
3248671454,2.0
3103623751,2.0
3263156715,2.0
3212792099,2.0
3263151137,2.0
3254443036,2.0
3084876668,2.0
3075060544,2.0
3180594900,2.0
3106326653,2.0
3146933358,2.0
3252984390,2.0
3086457034,2.0
3254761836,2.0
3158928915,2.0
3223695360,2.0
3195859598,2.0
3134392664,2.0
3223375972,2.0
3100226241,2.0
3193344742,2.0
3236247779,2.0
3218001320,2.0
3091765131,2.0
3158983348,2.0
3176132312,2.0
3081665098,2.0
3174268903,2.0
3221817850,2.0
3146305288,2.0
3122755362,2.0
3237872620,2.0
3179766264,2.0
3126185401,2.0
3234115546,2.0
3164130684,2.0
3075799511,2.0
3251777422,2.0
3179683354,2.0
3173242643,2.0
3101464221,2.0
3178970320,2.0
3085813451,2.0
3198657500,2.0
3157844465,2.0
3156991280,2.0
3230682144,2.0
3167637467,2.0
3268596960,2.0
3147261806,2.0
3250824111,2.0
3089144159,2.0
3140717128,2.0
3201615275,2.0
3197541653,2.0
3157950872,2.0
3080031213,2.0
3272830283,2.0
3216289477,2.0
3212880394,2.0
3135308744,2.0
3147680886,2.0
3221696975,2.0
3130408897,2.0
3108675807,2.0
3263149922,2.0
3180402351,2.0
3175188468,2.0
3127231883,2.0
3199291372,2.0
3083352446,2.0
3221937633,2.0
3136199896,2.0
3263153297,2.0
3083854650,2.0
3084733635,2.0
3094970604,2.0
3253192160,2.0
3201229725,2.0
3129773117,2.0
3140219724,2.0
3074925487,2.0
3182328525,2.0
3235179464,2.0
3143925201,2.0
3254588245,2.0
3190612959,2.0
3078444454,2.0
3098890364,2.0
3116843799,2.0
3150623138,2.0
3273174258,2.0
3221387455,2.0
3192880319,2.0
3218781186,2.0
3167223032,2.0
3253486172,2.0
3078440447,2.0
3157555145,2.0
3184846271,2.0
3212978749,2.0
3149658861,2.0
3196952174,2.0
3075393765,2.0
3210755490,2.0
3160145946,2.0
3102987892,2.0
3230657224,2.0
3210898758,2.0
3272323130,2.0
3141833740,2.0
3099133512,2.0
3099187146,2.0
3143225191,2.0
3134408661,2.0
3195181090,2.0
3076882541,2.0
3199112507,2.0
3158655778,2.0
3226056235,2.0
3169803882,2.0
3253171720,2.0
3171069351,2.0
3117952456,2.0
3173269088,2.0
3084633214,2.0
3104234803,2.0
3102876964,2.0
3126639142,2.0
3081770176,2.0
3169187477,2.0
3156695913,2.0
3174281934,2.0
3119031442,2.0
3105161001,2.0
3077533825,2.0
3192936598,2.0
3074511747,2.0
3138011645,2.0
3264893018,2.0
3176443941,2.0
3255802721,2.0
3231934199,2.0
3256738233,2.0
3197896940,2.0
3219667345,2.0
3134926821,2.0
3206335904,2.0
3116057368,2.0
3242906683,2.0
3096888031,2.0
3179467888,2.0
3261564874,2.0
3075417840,2.0
3084631055,2.0
3245889248,2.0
3127019828,2.0
3147275250,2.0
3179795816,2.0
3155889109,2.0
3156387866,2.0
3164460402,2.0
3232539895,2.0
3231948361,2.0
3178431473,2.0
3207909459,2.0
3090696772,2.0
3263238496,2.0
3085576350,2.0
3262412016,2.0
3118884227,2.0
3132622672,2.0
3273320261,2.0
3146310469,2.0
3169497988,2.0
3077768704,2.0
3204403099,2.0
3125531606,2.0
3129029549,2.0
3194387938,2.0
3104924529,2.0
3075470121,2.0
3241986884,2.0
3136290510,2.0
3219404295,2.0
3140025275,2.0
3133771594,2.0
3164047878,2.0
3212797402,2.0
3180198385,2.0
3113146895,2.0
3235010382,2.0
3112899995,2.0
3252537855,2.0
